Comment;;;; Note 
Merci à la rédaction d'avoir donné la fin du film dans le chapitre : Secret de tournage. 4 étoiles au film, 0 à Allociné;;;; 4
Emmené un peu par contrainte par ma fille de 8 ans, je n'ai finalement pas regretté le choix, c'est un film léger, amusant qui ne lasse pas. Bon petit film sympa sans prise de tête.;;;; 4
Adaptation réussie du roman d'Alan Warner, bien que quelques libertés (mineures) aient été prises par rapport à l'histoire originale, sans que l'on comprenne forcément pourquoi. Le casting est très heureux, Samantha Morton incarnant à merveille Morvern. Une épreuve et un trip dont on ne ressort pas indifférent. A quand l'adaptation de Ces Terres Démentes ?;;;; 4
Très beau film, superbes acteurs, une bonne approche d'un tel traumatismeJuste un étonnement, les gens ne parlent que de Max, or souvent les gens évitent de parler de leur "sauveur", c'est un peu trop à mon avis, mais c'est pour justifier sa folie sans doute;;;; 5
DECEVANT!!!loin detre a la hauteur du tapage mediatique .;-effet speciaux moyens et peu frequents:on est loin de sen prendre plein les yeux et pourtant vu les recettes attendues linvestissement aurait pu etre plus consequent dans de nouveaux effets ,plus d'action...:.-H.Ford manquait de niaque et vu son salaire percu,il aurait pu acheter du remontant !-histoire familiale banale qui nest ecrite que pour donner une suite logique aux episodes suivants:8,9,10,.....Bref, pas etonnant que Lucas lui meme soit decu !;;;; 5
c est une note vraiment gentil !!! se film na aucun sens on ne comprend rien !!! la band annonce etait mieux que le film;;;; 5
Le problème de beaucoup de film est l'usage des effect spéciaux souvent au détriment du reste et c est le cas également pour ce film, scénario nul acteurs sans charisme. Incohérence dans ce scénario réchauffé, quelle déception.On peut se demander aussi si les critiques ont été rémunérées par Disney ou si ce sont vraiment des critiques de cinémas..;;;; 5
Nul, décevant, fade... C'est une véritable trahison. Le scénario est grotesque. Les personnages sont insipides. Rien à sauver dans ce navet. Même mon gamin de 10 ans a trouver çà débile et plat.je crois même qu'Highlander 2 était moins tarte.;;;; 5
C'est exelent;;;; 5
Toy Story, le premier long métrage d'animation a de nouveau trouver une suite. Toy Story c'est toute mon enfance, des heures de plaisir visuelles mais j'ai eu un doute par rapport à la suite surtout par rapport au scénario. Le film se poursuit des années après et ce n'est que mon avis mais la scénario a aussi "grandi". Andy doit faire un choix pour ses jouets comme le font chaque garçon de son âge mais la dimension dramatique de Toy Story 3 rajoute de la qualité à ce film d'abord fait pour les enfants. C'est donc entre fou rire et larme que se situe Toy Story 3 comme tout les Pixars et son titre de meilleur film d'animation de tout les temps est mérité amplement (pour l'instant parce que tant que Pixar continuera à faire des films, le rêve continuera);;;; 5
Film amusant et plaisant, qui rappelle que les bonnes choses dans la vie ne sont pas superficielles, et que l'argent ne fait pas le bonheur!;;;; 4.5
Excellent, un film à voir de 7 à 107 ans et à ne rater sous aucun prétexte;;;; 5
Super film à voir et à revoir! ce film et agréable drôle et émouvant . Il y a un très bon jeux dacteur .;;;; 5
Un film GENIAL et des acteurs Wouhaaaaaa... touchant, drôle que dire de plus tout simplement magnifique à voir absolument...;;;; 5
Vraiment drôle, film à voir ! les seuls "clichés" sont ceux qui étaient inévitables parce qu'ils appartiennent aux réalité. Émouvant, et cela sans jouer sur l'handicap mais sur la relation entre les 2 personnages.;;;; 4
J'ai sursauté par moment le seul problème étant les 12 à 16 ans venir voir le film en même temps que nous qui nous ont bien embêté pendant le film malgré tout certains passages sont très bons et m'ont réellement fait frissonner.;;;; 4
super moment de détente ! les acteurs sont supers.;;;; 5
Un film d'animation à voir en famille. Fidèle dans sa globalité à la BD. J'attends de voir la suite...;;;; 3.5
Un peu lent au début mais très vite on se laisse transporter par l histoire de bella et Édouard vivement la suite;;;; 4.5
Que du bonheur.... rafraichissant.... une comédie sur un sujet très délicat à manipuler et le résultat est une pure merveille. Merci aux réalisateurs et scénaristes. Je sais de quoi je parle étant moi paraplégique.  Et a ceux qui mettent 2,1 voir pas d’étoile du tout, c'est rassurant de voir qu'ils ne représentent que 3% des critiques ! Il y aura toujours de grincheux ou jaloux ! Ils font pitié avec leur morale à 2 balles !;;;; 5
film ss interets culturel , scenario avec trop de clichés , repliques de Omar Sy a  la limite de l'acceptable sur le telethon ..........bref , je n'ai pa aimer . je connais le millieu de l'handicap , et ce n'est pas avec un tel film que l'on peus etre plus tolerant ou avoir un certain degres de compatissance humaine . je n'y crois absolument pas. Bref un film ,moyen ,  qui ne merite pas le tapage mediatique que l'on en fait , ni le succes cinematographique actuel. ......cela me rappelle ''bienvenue chz les chtits'' ou toute une salle est conquise par des repliques a deux balles ....et que l'on ne classe pas ce film au boss office des chefs d'oeuvres du cinema svp ...par pitie et respect;;;; 2.5
Top comédie Omar porte le filmClient joue justeÀ voir d urgence pour rireEt se faire plaisir seule à 2;;;; 4.5
juste genial de A a Z, superbe duo d'Omar et François Cluzet, on ressort avec une belle leçon de vie.;;;; 5
Un film sans prétention mais qui est au final une tres bonne surprise... On entre dans l'histoire et au fur et à mesure, on se dit que peut etre on aimerait aussi participer a leur jeu même si cela n'est pas moral... Apres l'ensemble des acteurs sont plutot bon avec un ptit plus pour Weston et notre Heroes .... Je voulais mettre 3 étoiles au début mais je ne pouvais pas m’empêcher de lui rajouter une étoile juste pour la musique "Bibo No Aozora" pendant l'autopsie finale .... Juste un moment magique malgré la scène ....;;;; 4
Pas de fin du monde, pas d'effets speciaux de dingues, pas de super pouvoirs, pas de super heros dans ce film, mais qu'il fut drole, attendrissant... Une grande, tres grande reussite. Acteurs formidables et histoire triste et magnifique a la fois. Film de haute intensite qui prend, qui regalera la vie que nous avons.;;;; 5
Je trouve carrément gonflé de la part de Disney de fait de sortir un Star Wars qui soit l'EXACT résumé des épisodes 4, 5, et 6.Un droïde qui transporte dans le désert une partie des plans secrets d'une étoile surpuissante qui peut détruire des planètes, ça ne vous rappelle rien ?Et le minuscule groupe de résistants cachés qui envoient quelques chasseurs pour détruire cette base grâce à une faille dans ses défenses, juste avant que celle-ci ne détruise la planète la où ils se trouvent, ça ne vous rappelle rien non plus ?Évidemment les méchants sont plus méchants, l'étoile du nouvel ordre est plus grosse, il y a plus d'explosions, etc...Alors, si c'est pour voir de l'action, allez-y il y en a assez. Mais si c'est pour voir la suite d'une si extraordinaire saga, vous pouvez passer votre chemin.Je trouve que ce Star Wars a perdu toute la magie des anciens épisodes.;;;; 2
Fantastique ! Très bon Film             "à ne pas raté" Rires du début à la fin assurée         Merci et bravo! 👏;;;; 5
Ça fait longtemps que je l'ai vu, mais je ne l'oublierai jamais!Ce film est aussi beau à voir qu'à écouter ; chaque scène est un tableau de maître! Les jeux de lumière sur les visages ou les objets en font des Vermeer!;;;; 5
Film gentillet, un peu cliché mais avec quelques passages assez drôles. Omar Sy au meilleur de sa forme !;;;; 3
J'ai eue envie d'aller voir ce film d'abord du fait de l'excellente bande annonce qui nous pousse malgré nous a aller voir Intouchables. Donc croyant pouvoir me permettre d'eviter les pubs avant le film et penser qu'il n'y aurait pas beaucoup de monde.. GRANDE STUPEUR ! Toute la salle était remplie de Toute part ! Le film commence et nous plonge dans deux univers diamétralement opposes ! Hilarant, émouvant, d'une justesse parfaite ! C'est tout simplement une œuvre époustouflante qui nous est offerte. Et un public qui rit, pleurt et applaudit de façon unanime et se leve comme une seule personne ! Magique !!!!;;;; 5
que dire... une merveille...drôle,sensible,dynamique,beau: un film parfait sur un scénario exceptionnel et une histoire réelle qui l'est tout autant.;;;; 5
C'est vraiment un film splendide, car on rit du début à la fin et ça fait réfléchir sur le handicap encore plus qu'on ne le croit (car je suis handicapée visuelle et les gens me regardent comme si j'étais une monstre, vu que j'ai une canne blanche et je suis a peine agée de 12 ans et je supporte ça depuis que j'ai 5 ans) et je pense qu'ils auront un autre regard sur l'handicap. En tout cas j'espère ! Parce que ce film il montre qu'il ne faut pas se laisser faire par un handicap et qu'il faut lui passer au-dessus ! Alors vraiment j'applaudis l'homme à qui ça lui ai arrivé car il a su se battre contre sa maladie et je trouve ça remarquable ! En tout cas un film Magnifique et aussi à mourir de rire ! Je pourrais le voir 50 fois ça ne me dérangerais pas ! :) Splendide Moment !!! &lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3 Mélange entre : Rires, Emotions, Larmes, vraiment touchant ! Le film qu'il m'a plus marqué depuis tout ce que j'ai vu avant ! Vraiment Splendide, Magnifique, Drôle, Touchant, Emouvant ........; Et pleins d'autres choses tellement il y a à en dire sur ce Superbe Film &lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3&lt;3 !!!!!!!;;;; 5
Émouvant,merveilleux, touchant,drôle,deux acteurs magnifique merci pour les 4 moments que j'ai passé dans les salles de cinéma en regardant ce film (et oui j'ai vu ce film 4 fois voir plus);;;; 5
Un des tous meilleurs films que j'ai vu de ma vie voire le meilleur! ExtraordinaireN'écoutez pas les critiques de ceux qui ne l'ont pas vu comme vu ci dessous et je ne suis pas payé par la production du film pour cet avis (le film n'en a pas besoin).Allo ciné virez ces commentaires ou les gens notent sans avoir vu le film cela fausse la note qui est pourtant exceptionnelle.;;;; 5
LE PEUPLE AIME CE FILM !...car ce film simple et humain , beau et tendre ,  dur et naïf , honnête et droit , viril mais correct !!!! Les critiques des "pros" ne sont pas bonnes ....normal ils préfèrent les "milliards" d'Avatar ( ...pur navet !!!) . Merci aux acteurs sublimes, merci au réalisateur , merci au RUGBY et merci à la belle région du SUD OUEST .Mon fils de 15 ans a adoré également .;;;; 5
Personnellement, je n'ai pas aimé ce film. Il fait penser par son thème à "Billy Elliot" mais là s'arrête la comparaison, car il ne lui arrive pas à la cheville. Une histoire ennuyeuse dont on devine la fin dés le début, quelques gags qui tombent toujours à plat, beaucoup de clichés sur les relations père-fils, le monde du rugby, la France dite profonde.;;;; 5
Nul, nul, nul ! Il n'y a pas d'autres mots pour juger ce film...;;;; 2
Amateurs de nanards américains, passez votee chemin. On a ici un film subtil, décalé et drôle. J'ai eu le droit à une superbe salle avec qui j'ai souvent ri à gorge déployée ; quel plaisir !;;;; 5
Bof... Le fil est difficile à suivre, l'histoire ne laisse pas indifférent et donne à réfléchir, la parenthèse commencement de la terre et de l'univers beaucoup beaucoup trop longue et une fin limite incompréhensible, des personnages attachants mais dont on ne connait pas grand chose finalement et toutes ces phrases balancées en pensées rendent ce film ... bizarre!!;;;; 1.5
J ai très bien aimée se film car il est drôle et dramatique un peuIl est a voireTout le monde peut le voir;;;; 4
Excellent mais qui n'plaira pas a tout le monde, perso c'est un des seuls films que j'pourrais faire tourner en boucle, en fond d'ambiance et en repetant chaque replique, parce qu'on pourrait en trouver un bon petit paquet des repliques cultes, servis par des personnages tous aussi barrés et maitrisés (impossible d'en citer un ou deux en préféré, tous sont bons dans leur trip, seul le dobb m'a moins marqué, pas qu'il soit mal joué par Cassel ou peu interessant, loin de la mais comparé aux autres il parait plus discret) le scenar' est pas c'qu'il y a d'plus recherché mais bien foutu, tout passe hyper vite dans le film et la mise en scene fait qu'tout passe hyper vite pour nous aussi, chaque scene a son truc qui fait qu'on s'en rappelle.. bref, perso j'le prend comme un gros cartoon dans l'idéecomme dit, ca plaira pas a tout le monde mais j'pense qu'il faut vraiment le mater une fois, car si on adhere c'est un bijou :);;;; 5
superbe film tendre émovant avec les valeurs du sport qui sont celles de la vie .Des acteurs et actrices magnifiques et un grand , très grand , émouvant Moscato !!!! le top;;;; 4
Un film français surprenant tant l'émotion est présente, grace à des personnages attachants et surtout de très bons acteurs.;;;; 5
Plutot pas mal, ils arrivent enfin à occidentaliser une histoire de fantome asiatique sans trop la dénaturé. Je trouve ca pour ma part mieu que l'original.;;;; 2.5
Un film de science fiction sur fond de thriller (et vis versa) qui fait son effet ! Bien loin des blockbusters à gros budgets où les effets spéciaux tentent de couvrir la nullité (au sens premier du terme) du scénario, nous assistons ici à un film,qui sans révolutionner le genre,nous tient en haleine du début à la fin..Les vrais amateurs du genre de regretterons pas d'avoir jeté un œil attentif sur ce film! Autre chose : à voir absolument en V.O !!!;;;; 4
Film qui plaira incontestablement aux hommes car il allie les trois bons ingrédients : argent, voiture et jolie fille. Mais plaira tout aussi aux filles par les excellents roles d'Edward Norton, Jason Statham et Mark Wahlberg. A comparer à Bandits mais à isoler par son scénario époustouflant et ses acteurs impressionnants !;;;; 5
Un chef-d'oeuvre.Il ne faut pas avoir peur d'utiliser des mots forts pour gratifier cette perle que nous dévoile Cédric Jimenez.Une tension à couper le souffle graduelle et omniprésente à travers tout le film, apportée par le duo Dujardin et Lellouches, deux figures à la fois identiques et antagonistes.En effet, leur jeu d'acteur encore une fois irréprochable donne vie au scénario qui omet peu de détails concernant la French Connection, immergeant ainsi le spectateur dans le milieu même de la mafia marseillaise des années 60-70.Plusieurs ascenseurs émotionnels particulièrement bien gérés par Jimenez vous feront rire et pleurer à peu d'intervalle.Je retournerai voir cette incroyable pièce maîtresse plusieurs fois, et je le conseille vivement.;;;; 5
ce 3ème volet est un chef d'oeuvre, il montre que le bien gagne toujours face ua mal, la dommunauté a réussi a faire tomber le règne de Sauron et de ses disciples, la détermination de Sam, l'ami fidèle de Frodon, ainsi que son courage ont permis de faire disparître à jamais "l'anneau de pouvoir" à la montagne du destin, la phrase qui m'a marquée est celle ci "Je ne puis porter l'anneau pour vous,MOnsieur Frodon mais je peux vous porter", le rôle de Gollum s'est accentuée, lui qui semblait ne vouloir que du bien, a toujours été aveuglé par l'anneau, c'est d'ailleurs cette créature qui emmène FRodon à la mort dans le grotte d'Arachne! De la'utre nos héros, Aragorn, legolas, Gimli combatte les Orcs, Uruk-hai... grâce à l'aide de l'armée des Morts, d'ailleurs la malédiction qui pesée sur eux a été enlever... ce 3ème volet referme cette fabuleuse épopée à travers des lieux magnifiques, et le mariage d'Arwen et d'Aragorn!;;;; 5
Superbe, Lanvin est grand, Marchall est top, Pompom est énorme, tout est beau, vive le rugby !!! Qui est l'actrice qui interprète la mère de Tom ? (que l'on aperçoit lors du banquet et qui est d'une beauté !!)Et Karina Lombard est superbe et juste.Bravo La Guille !!;;;; 4
Ca commence un peu à la Tarantino (histoires parallèles), première apparitiond'Emir et on est ferré.J'ai trouvé Emir et Guillaume excellents. Guillaume  est vraiment excellent, et j'ai découvertun Kusturica grandiose !Sinon l'apparition de guest star est sympa : de Christian Carion lui-même lisant par dessus l'épaule de Mitterand à Diane faisant son footing... Sans parlé de William.Sinon sur le film lui même :1/ très original de nous montrer la vie des espions et pas seulement des échangesde flingues, courses poursuites, bagarre.. Leurs contradictions, leur amateurisme...De manière imperceptible (et que je n'explique pas) j'ai pensé à "french connexion"un film des années 80.2/ les images nous plongent vraiment dans l'avant chute du mur, je me suis vraimentlaissé embarquéLa dimension politique et géopolitique est vraiment  passionnante.Du coup il y a un mélange des genres (espionnage, politique, drame sentimental) que je trouvevraiment original, et le tempo permet vraiment de rentrer dans l'atmosphère de l'époqueBref j'ai été conquis et j'espère que nombreux sont les spectateurs comme moi.Bien entendu ce n'est pas "James Bond", il risque d'être jugé (catalogué) intello. On trouve vraiment une patte film français...;;;; 5
Un bon moment de cinéma qu'on soit amateur de rugby ou seulement cinéphile !  1er essai transformé pour guillon !;;;; 4.5
Y a vraiment rien de bon dans ce film, c'est même pas un navet pour dire...on me demande d'en faire 100 caractères alors j'y vais: nul, pourri, minable catastrophique, infiniment naze, vide, acteur transparent, aucune mise en scène;;;; 5
Je comprends pas toutes ces critiques négatives il est loin d'être décevant.Je le trouve très réussi et il n'est pas en dessous de Skyfall ni de au dessus.Seul reproche peut-être quelques longueurs mais je ne me suis pas ennuyé un instant le scénario est très bien, les scènes d'action et de cascades sont nickelles rien a redire... TOP👍🏻👏🏻;;;; 4
Je suis un grand fan de star wars et pourtant j'ai été très déçu par ce pseudo star wars.Les seuls points positifs sont les effets spéciaux et Han Solo... Spoiler: qui meurt en plus.Par contre les points négatifs sont très nombreux. Déjà le scénario donne envie de vomir mais bon laissons cela de côté. Passons maintenant aux personnages principaux, HORRIBLE mon dieu, les acteurs des vrais star wars étaient tellement bons à côter de ces gens... Spoiler: Une fille qui sort de nulle part et qui maitrise la force et le sabre laser sans qu'on sâche pourquoi, un clône fragile qui quitte le premier ordre et qui ne sert à... rien et un méchant ridicule au possible... Il n'arrive pas a la cheville d'Anakin.. Bref 1 an que je l'attend pour revoir un remake du star wars 4 en mauvais, je n'irai même pas voir les prochains merci disney d'avoir massacrer ces chefs d'oeuvre.;;;; 2
Je pensais passer un bon moment en regardant ce film mais non au contraire pourtant de bons acteurs à l'affiche ,Kev Adams et la belle Manon Azem ;) . Scénarios fait en despi et blague assez relou (prout...)  , decu pour Kev. A noté je n'ai  même pas eu l'envie de finir le film.;;;; 2
Vraiment excellent ce Film! Magnifique. J'ai surtout adorer la fin!Le MEILLEUR de la Saga des Fast!Si vous le l'avez pas encore vu, dépêcher vous de le voir!;;;; 5
film magnifique,  le fils est à la hauteur du père! les chansons sont elles aussi très jolies !;;;; 4.5
J' ai DÉ-TÉ-STÉ ce  film , je fais de gros efforts dans ma vie quotidienne pour me protéger derrière une carapace de cynisme et ça fonctionne très bien ! ....enfin fonctionnait avant de voir ce film et d' être cueillie !j' ai passé la moitié du film à pleurer , pourtant on connait à l' avance tout les ressorts du film , et l' on est jamais vraiment surpris par le scenario qui joue à fond sur le pathos Spoiler: (le coup du chien policier qui sauve la fille, puis son maitre et qui meure dans ses bras , franchement un peu too much là).mais l émotion est pourtant bien là (peut-être grâce aux jeu d' acteur toujours en sobriété sauf  peut être Dennis Quaid qui fait un peu son cabot (!) mais à qui on pardonnera volontiers tant cet acteur dégage de fêlures de fragilité et d' humanité.au  final un film qui joue a fond la carte émotion , sans cacher ses faiblesses (scenario , feel good) mais qui réussi peut être grâce à ça.en tout cas, amenez y votre (futur?)copine c est le bon plan sortie de couple (♥) , ou votre copain (pour voir si un cœur bat derrière la testostérone) et/ou vos enfants (mais faut prévoir quelques réponses sur la réincarnation )réussite assurée donc.;;;; 4.5
Non, non et re-non !Attention, pitch du film :Un droide contenant des plans secrets est pousuivit par les méchants. Il atterrit sur une planète désertique et est récupéré par un personnage qui ne sait pas encore qu'il détient la force. Ils passent leur temps à fuir et découvrent qu'une super étoile de la mort capable de détruire des planètes entières les menacent mais elle est protégée par un bouclier. La flotte rebelle s'en va pour la détruire   rencontre père-fils.Devinez de quel film de la saga je parle &gt;&lt; ...On continue ?L'afro-américain cantonné dans le rôle du bouffon de service (ça commence à devenir écoeurant).L'héroïne, qui ne connaissait pas l'utilisation d'un sabre laser deux secondes avant, fume un chevalier sith aguerrit en 30 sec sans trop s'essouffler. Celui-ci s'en tire avec l'apparition d'une faille dans le sol (WTF???) qui sépare les deux protagonistes.Des scènes comme celles-là, ultra clichés, j'en passe des dizaines.Je ne vous parlerai pas du jeu des acteurs eux-mêmes très, mais alors très charismatiques ... (Kylo fallait vraiment pas enlever ton casque)Ni des raccourcis scénaristiques hallucinants.De l'abus des plans courts.C'est du Disney, ni plus, ni moins.Vous ne passerez pas un mauvais moment mais les fans comme moi crieront au scandale et ils auront raison de le faire.Aller, je pars me pendre ;);;;; 2
Ce n est pas le meilleur james bond mais le lui ai trouve beaucoup de points positifs. La mise en scene, l image, le jeu de craig. Cependant le scenario est un peu bacle et irrealiste sur la fin ( la n1 du mi6 choisit la pire solution pour se proteger);;;; 3
Enfin fier d'un film français. Que dire de plus!Je n'aimais pas Omar mais il est dans SON rôle avec intouchable, magnifique.;;;; 4.5
Ce film avait l'air tellement prometteur, et grosse déception, les dialogues et la mise en scène ne tiennent pas le coup et ne sont pas crédible. Vraiment dommage, ce film aurait pu être un petit bijou.;;;; 1
A la fois drôle mais aussi charger d'émotions, ce film est excellent. Des acteurs superbes, c'est juste un très beau film à voir.;;;; 4.5
Mon Dieu !!!! Ce film est une est veritable réussite !! Il fait peur, il est sanglant, il est tout simplement génial !!! Des superbes acteurs ( Eliza Dushku, Desmond Harrington, Emmanuelle Chriqui .etc...) C'est tout simplement flippant ! On ne s'ennuie pas une seconde !! Action, action et encore de l'action !! Senssass !!;;;; 4
Cette suite et fin de la saga "Snake Plissken" est plus complexe que le 1er volet. Rien que pour l'action, qui n'est pourtant pas le fort de Carpenter, on ne s'ennuie pas une seconde. Le scénario basique du début laisse vite place à du génie. Le côté politique est aussi beaucoup plus élaboré avec un président ricain proche de Bush et de l'autre une sorte de Che qui ne vaut pas mieux. Cette mise en scène post-apocalyptique fait froid dans le dos. Quelques clins d'oeils à "New-York 1997" sont bien vus en plus d'un humour noir qui nous évite de tomber totalement dans le noir : surfer sur un tsunami avec une planche de surf, fallait oser. Côté acteurs, Kurt Russell (Snake) est au summum de sa carrière, Buscemi (Eddie) est parfait dans son rôle de faux-cul et Grier (Ershe) est impayable en travelo. Le seul défaut se trouve au niveau des effets spéciaux bien faiblards, budget oblige.Un chef d'oeuvre aux monstrueuses mises en scène.;;;; 4
Le meilleur film de la saga ! Et purtant dieu sait comme ce cas de figure est rare... beau, émouvant, brillamment inteprété et visuellement parfait, le retour du roi s'impose comme un film qui restera dans les annales de l'histoire du cinéma. Une saga qui s'achève magnifiquement bien et qui ne manquera pas de laisser une certaine nostalgie chez les nombreux fans de l'oeuvre de Tolkien... Et pourtant, à la base, je n'en faisais pas partie, mais les films ont achevé de me convaincre !;;;; 4
Bonjour :)Ce qui marque dans ce film c'est en premier lieu la qualité des images et la manière de crédibiliser ce déferlement d'effet spéciaux. C'est magnifique.Puis la réalisation est millimétrée, toujours juste au point que les scènes de dialogues "sentimentaux" qui pourraient être ennuyeuses ne le sont pas.Une excellente surprise en somme.Son seul point faible vient de l'exploitation du scénario... Le sujet, bien que connu, est traité de manière très superficiel jamais l'on ne s'aventure plus loin que le minimum syndical. Quelques incohérences sont a noter également sur les dernières séquences du film.En bref, vous passerez un excellent moment en regardant Pacific Rim, film imparfait mais ô combien génial :);;;; 3.5
Je l'ai vu au moins 10 fois en une semaine avec une copine chez qui je passait les vacances, hey ben je peux vous dire qu'on avait toujours autant la trouille!!! J'ai plus qu'adoré! L'histoire ets bien cherché,j'adore franchement!!! A voir aussi "Scary Movie 3" avec la parodie du cercle à mourir de rire!;;;; 5
Petit Bijou d'Humour Noir. Drole et intelligent. Ceux qui aiment l'humour grincant devraient aprecier sans problème;;;; 4
film poignant, j'ai aimé le mélange d'images d'époque et les scènes avec les acteurs, les jeux d'acteurs sont égaux, et ils jouent tous très bien, le réalisateur a bien retranscrit cette période importante dans la vie américaine. L'émotion est constante du début à la fin du film, j'aurais voulu qu'il dure plus longtemps.A signaler une erreur dans le générique, la mère de Lee Harvey Oswald n'est pas décédée en 2011 mais en 1981.Je recommande ce film il faut aller le voir;;;; 4
Ce film est vraiment génial et m'as vraiment fichu la trouille !!!! En plus d'être étouffante, l'athmosphère et comme on dirait ... sanglante. Aux apparitions de Samara on à vraiment ... peur.;;;; 5
Trop bien ;-) effets spéciaux magnifiquement réalisés. Une Gal Gadot plus magnifique que jamais et un jeu d'actrice exécuté avec perfection;;;; 5
Un film époustouflant: les scènes d'horreur valent vraiment ce nom (surtout les visages lorsques les gens sont morts). Je me rappelle l'avoir vu a UGC Cinécité Rosny a la séance de 22h j'ai été en stress toute la nuit.Biensur c'est surtout l'idée d'une cassette qui nous parviendrait et qui nous tuerait.J'adore ce film et il vaut vraiment le coup de l'acheter en DVD !;;;; 5
Un Survival des plus réussi malgré une fin un peu too much ... Poursuite dans les arbres très original ... Gore, et vraiment effrayant à partir de la cabanne... Une vrai réussite ... Dans le genre on ne fait pas mieux ... Entre Action et Horreur .... BRAVO !;;;; 5
Brad Pitt joue parfaitement bien le rôle de général américain égocentrique. Bon film dans l'ensemble. A voir pour Brad Pitt.;;;; 3.5
Un excellent film qui ose prendre des risques pour délivrer son message.Les personnages sont tous très attachants, ce qui donne à l'histoire un enjeux intense. Une véritable claque qui vous mènera à remettre pas mal de choses en question. Si vous avez une soirée à tuer c'est ce film qu'il vous faut.;;;; 4.5
Le film qui a explosé le box-office coréen en 2000 et lancé le sympathique mister Park Chan-Wook. Encore assez classique dans sa réalisation, on y voit néanmoins les prémices d'un style qui se démarque déjà. L'attention doit être soutenue afin de ne pas s'y perdre, la photographie finale révèle et confirme toute l'habileté de l'oeuvre et sa beauté mélancolique, appuyée du point de vue engagé du cinéaste sur une divison du pays qu'il juge ironique, infâme et sans doute sans fin. D'ailleurs pour reprendre sur ce dernier terme, les dates spécifiées tout au long du film n'établissent jamais les années, afin de renforcer le caractère continuel et intemporel de la blessure.;;;; 4
Une soirée cinée à partager en famille, on à tous apprécier certains pour leur passion du cheval d'autres pour le plaisir d'apprécier les acteurs, tous remarquables, on retourne le voir des sa sortie en salle !;;;; 4.5
Tout simplement enorme ! Film très bien joué ! Etant cavaliere je ne me suis pas ennuyée ni meme de trouve de defauts à ce film;;;; 5
Histoire poignante. Jeu d'acteurs excellent, paysages et cheval magnifiques.Bref, totalement conquise. A voir, absolument.;;;; 4.5
j'ai vu Jappeloup en avant-premièrefilm très vivant, magnifiquement filmé. musique extraordinaireje ne m'attendais pas à une aussi belle histoire, pleine de rebondissement et autant d'émotionstous les acteurs et actrices sont au sommet de leur artdeux mentions particulière à G Canet et Lou de Laâge, jeune comédienne qui ira très très loinallez y en famille, vous y prendrez un immense plaisir;;;; 4
De belles images, de l'émotion. Merci d'avoir retranscrit l'épopée de ce couple mythique.;;;; 4.5
Un film splendide, rafraîchissant dans cette marée de boue qui nous salit. Jappeloup nous laisse un bon goût de vérité. Bravo à toute l'équipe et merci !;;;; 5
film tres bien fait! meme pour les connaisseurs. c'est un film assez bouleversant qui tire un peu les larmes;;;; 4.5
Un super film, ni que puor les amoureux des cheveaux! Il y a beaucoup plus dans l'histoire. Je le recommende a tous.;;;; 4.5
De très beaux moments , beaucoup d'émotion . Que la victoire parait facile alors que le chemin est si difficile ! L'équitation est vraiment une belle école de la vie !;;;; 5
Je n'aime pas les chevaux, mais ma copine m'y ayant forcé la main, je me suis retrouvé face à un véritable chef-d'oeuvre. J'y retournerai ce weekend.;;;; 5
Film magnifique, images sublimes, acteurs géniaux alors courrez-y vous ne le regretterez pas un instant;;;; 5
Episode 4 = Episode 6. On retrouve exactement le même scénario... avec Spoiler: une nouvelle Etoile de la mort, si si... Et un père et son fils, encore une fois ! Sur une passerelle, encore une fois... L'un du côté de la force, l'autre côté obscur... non !!! Etant méga fan, quelle déception ! L'histoire est pour moi le cœur d'un film, et là, le cœur a été transplanté.;;;; 1
Aucune originalité, du copier coller des anciens épisodes, sans scénario.Tout dans la forme, rien dans le fond. Aucun contenu digne de ce nom, digne de Star Wars.Pas de réel méchant, pas de jedis. Tout dans le copié collé et les effets spéciaux.La note de 4/5 des spectateurs m'étonne beaucoup...;;;; 5
A 8 sur l’échelle de Thor, a savoir l'une de mes plus grosses déception cinématographique.Les acteurs jouent affreusement mal (a par l'ancienne garde qui s'en sort a peu près), aucune histoire sauf les petits bouts repiqués du 4, un méchant avec le charisme d'une huitre anémique, un visage prépubère et qui visiblement ne sais pas manier le sabreSpoiler:  (puisqu'un storm trooper peut se battre contre lui 10 minutes sans soucis), un "nouvel empereur" avec la tête de voldemort (ils ont ajouté une cicatrice pour qu'on puisse faire la différence), des scènes téléphonées, des transitions bâclées.Ah j'oubliais ! Ce film ne parle pratiquement pas des jedi ou de la force, un seul combat au sabre et ne vous attendez pas à une belle chorégraphie de ce côté la : deux gorets qui se tapent dessus avec des bâtons lumineux.Fans (ou simples amateurs) de star wars, n'allez pas voir cette bouse, j'ai gâché deux places gratuites pour le voir, je le regrette amèrement.;;;; 5
Super bon film, je me lasse pas de le regarder (trois fois aujourd'hui ! :P ), pour tous ceux qui aiment les histoires d'amours, les films à l'eau de rose qui font rêver !;;;; 5
