Comment;;;; Note 
un film drôle où l'humour est présent du début à la fin. j'ai juste trouvé le dénouement du film rapide et simple;;;; 4
un film drôle mais qui fait bien réfléchir sur l'importance de la vie;;;; 5
Scénario léger, il faut dire que l'actrice joue tellement mal qu'il est difficile de se faire une idée positive du film ! De Luc Besson on s'attend à autre chose ! C'est peut-être son premier navet :-);;;; 1
moment sublime film deja fini avant de se rendre compte;;;; 5
Ce film, c'est la crème de la crème de la nouvelle génération.Bon d'accord, ce film est pour les jeunes.Mais la réalisation est un sans faute.Le scénario est très habile, et parfaitement crédible.Pour la première fois depuis longtemps, je me suis pris la fin du film dans la gueule, c'est à dire que mentalement j'étais tellement pris dans l'histoire que je pensais sincèrement qu'on en était à la moitié du film.Presque trop court, mais le plaisir de voir un film s'arrêter au bon moment m'empêche d'y trouver quoi que ce soit à redire.Et je vous parle même pas de la bande originale...Je m'en voudrais de vous avoir gâcher la surprise.Une perle.Bon vous vous en douterez si vous connaissez le réal il y a du EdBanger et même pas assez selon moi. Mais bon ça c'est juste mon avis.En résumé, si vous vous considérez comme étant vieux, ça reste intéressant d'un point de vue technique, et pour les autres: FONCEZ.Et si vous vous sentez solidaire par rapport à tout ceux qui débutent...Et bien je pense qu'on ne peut pas se permettre de laisser passer ça pour un petit film de rien du tout.Faisons péter le box office pour la jeune génération !Merci Kim.PS: Et au passage Thomas Blumenthal est pour moi la révélation de l'année.Et cela jusqu'à preuve de contraire bien sûr, car nous ne sommes qu'en avril.;;;; 4.5
très beau film, les acteurs sont vraiment parfaits et il n'y a pas trop de chansons ni de danses, juste ce qu'il faut ^^ je conseille;;;; 4.5
MADE IN FRANCE, un film sur un sujet très sensible et surtout d'actualité. Dans l'ensemble le film est plutot pas mal, le scénario est plutot évident même si la fin l'est moins se qui est un plus. Les acteurs de toutes origines donne à cachet assez réalisté de la situation de recrutement pour le djihad avec assez bonne interprétation de leurs rôles. Bon ce n'est certes pas un film à mettre aux yeux de tous mais il à quand même le mérite de traiter d'un sujet complexe et qui plus ai avant les premiers attentat.;;;; 3.5
Film super long et ennuyeux a mourir . Un peu Barré et déjanté comme tous les films de Dupontel.  Je n’avais qu’une hâte sortir de la salle . Je ne comprends pas tous les commentaires dithyrambiques.;;;; 2
Nous avons choisi ce film sans rien lire avant, comme on a l'habitude... et c'est le genre des decisions que l'on regrette. Nous avons passé la scéance à attendre que quelque chose arrive, ce qui n'a jamais arrivé. Dommage car il y avait de la matière... les paysages sont beaux et les personnages complexes mais il manquait l'histoire.;;;; 5
Quel feu d'artifice !!! Des couleurs primaires assumées, un romantisme débordant, un diamant brut de sensation, un rollercoster d'émotion ! On en veut plus ! Coeur sur Ryan ;);;;; 4
Franchement un super film ! La fin nous laisse plein d'espoirs;;;; 4.5
Caméra rampante qui va dans tout les coins, champs et contre-champs puis gros plan, M. Night Shyamalan est le roi du déracinement et de l'exil. L'oeil du spectateur se perd dans l'immensité du paysage et l'omniprésence de ce bois interdit.D'après la bande annonce on s'attend à voir un film d'horreur, il s'agit en fait d'un bon film à suspens. Par ailleurs, la musique, telle un passeport universel, nous ouvre les portes de ce village ou vivent des marginaux effrayés par des créatures mythiques terrifiantes à la physionomie époustouflante.Je recommande ce film à tous si vous êtes accompagnés d'une personne moins peureuse que vous !;;;; 4
On assiste là à un film réac sans talent.Après le "tout est permis", "l'enfant est roi" voici venu le temps du retour de l'autorité sans discernement qui vire parfois au sadisme (voir la scène à la cantine ). Le message que veut faire passer le film est détestable.Pourquoi ne pas se comporter avec un juste milieu ?Les personnages sont des caricatures, surjoués (normal pour une comédie, mais là c'est trop ). Le film est prévisible et plat.;;;; 5
Je viens de visionner juste la fin du monde et je suis encore troublée, mélangé d'émotions ; quel chef d’œuvre ! tout est dans les regards, la posture, la présence. Finalement les dialogues sont silencieux car tout se passe en intrinsèque. On a l'impression d'une famille en déroute, qui s'écroule comme la fin du monde, avec des reproches et des phrases qui poignardent à tout va mais non tout tourne autour de ce jeune frère qui finalement leur a permis de se maintenir réuni. Louis a réussit ! on l’idolâtre, on le vénère, on l'aime mais finalement la famille a fonctionné sans lui, avec l'image que l'on peut faire de celui qui est absent et elle continuera à fonctionner comme ils ont fait. Ce film m'a bouleversé, me fait écho, me tiraille mais me ramène à 'l'idée de ce qu'est le cinéma pour moi : celui de se rapprocher au plus près de nos vies. Immense Bravo à tous les acteurs, quand à Dolan, il grandit de film en film. Quel humanité !;;;; 5
Peut être pour moi le film le plus drôle de l'année.On rit du début à la fin et en plus le film est plutot long pour ce type de film.En un mot GENIAL.;;;; 5
Très beau film, très poignant, qui démontre bien les ravages de la guerre, que ce soit en pays occupés ou au retour au pays de ces jeunes soldats américains qui montre encore bien l'absurdité de la guerre. A voir!;;;; 3.5
Du bon polar noir, tout en sobriété, avec une interprétation parfaite et un scénario qui tient la route. Le rythme, un peu lent parfois, nous emmene vers une fin un peu simpliste et prévisible mais il est tellement rare de voir des films policiers US qui misent tout sur le scénario et l'interprétation qui cela vaut le déplacement.;;;; 4
je ne comprends pas trop les critiques élogieuses sur ce film.Tout sonne faux là-dedans, le clou étant la scène finale qui accumule les invraisemblances : 6 flics dont 2 femmes, dont une enceinte, tiennent tête à une armée d'ex-légionnaires armés jusqu'aux dents et en viennent à bout !!!Dommage pour Richard Berry.;;;; 1
Ce film est incroyable ! La fin ne nous laisse pas indifférent ! Cette fin est époustouflante. De grands acteurs pour une grand film !;;;; 5
je dirais que c'est un très bon film mais Defunès a joué dans des films bien plus drôle (Ex.: la grande vadrouille, oscar, etc.) moi-même je le sais car j'ai vu pas mal de ses films et je dois dire qu'il a fait mieux que ça. Bon en gros c'est tout ce que j'avais à dire, mais faites-vous votre propre idée.;;;; 4
L'un de mes films préferer, la scéne dans la librairie avec la musique est juste magique !!;;;; 5
Comme prévu j'ai trouvé ça bien sympa et léger (j'avais déjà apprécié Kiberlain en actrice de doublage de mangas japonais dans "la vie d'artiste" du même réalisateur/scénariste). Je me suis bien poêlé mais j'ai eu comme l'impression d'avoir été le seul dans la salle..;;;; 3.5
Film vraiment génial sur tout les points de vue . Un chef d'oeuvre pour moi .;;;; 5
QUE DU BONHEUR !!!!!!du seigneur des anneaux au flic de Beverly Hills... ça y va en parodie. Et Pinocchio avec son... chut (je vous en dis pas plus)courrez le voir;;;; 5
Encore une fois MNS nous bluffe. A chaque film de ce réalisateur, je frissonne à un moment (souvent à la fin) et ca n'a pas manqué en voyant celui-ci. Avec le recul, on s'aperçoit que le titre va très bien au film : "Le" village, où il est question d'unicité. Il est clair qu'il ne faut pas s'attendre à des milliers de monstres et du sang, ça tire plus sur le politique que sur le fantastique. A mon avis, il n'y a que les fans de MNS qui apprécieront vraiment.;;;; 4
Du grand art ! A toutes le pleureuses qui jalousent et ne comprennent rien au génie, je dis que ce n'est pas grave, il faut bien que le génie soit critiqué pour qu'il prenne sa vraie valeur !Sinon, au-delà d'Incassable et Signes ce message porte un message profond (peut-être trop pour certain). De plus MNS prouve (s'il en était besoin?) qu'il maitrise parfaitement son art.;;;; 5
Je ne m'attendais pas à un chef d'oeuvre, mais quand même je ne pensais pas que ce scénario était encore exploitable ! Du vu, revu, réchauffé, reservi... Pourtant avec une telle distribution on peut au moins écrire un scénario.;;;; 1
Eh bien j'ai été ravie de cette comédie plutot sympathique ou l'on rit de la vie de cet écrivain inconnu, Mr Baer qui joue trés bien ce rôle, il est étonnant..Les autres acteurs sont pas mal non plus dans leur genre..qui aime BoDElaire!bref un film sympapthique,un moment agréable a passé..;;;; 5
Je l'ai préféré au premier, je l'ai trouvé plus drôle, mieux pensé et j'ai adoré le chat !;;;; 4
Superbe, merveilleux, génial, gigantesque, on ne voit pas assez de films comme celui-là ! Tout est bien, les acteurs, la musique, les décors, l'histoire. Il mérite ses 14 nominations aux oscars.;;;; 5
Une histoire vraiment très originale. Suspense et angoisse au rendez vous. Bonne analyse du monde actuel. Vivement le prochain film !!!;;;; 5
Je l'ai en DVD import depuis un mois environ, je m'attendais à mieux, Perlman est bon mais le film s'oublie vite, dommage...;;;; 2.5
Harry Potter et le prisonnier d'Azkaban est bien décevant : la magie n'opère pas autant que les deux premiers volets. On s'ennuie. La réalisation n'est pas terrible du tout. Rendez-nous Chris Columbus !;;;; 1
C'est nul. Les dialogues sont minables (c'est en plus mal doublé), et ne suscitent aucun désir, sauf pour Meg Ryan. L'intrigue est stupide, le scénario mal ficelé, certains personnages n'ont aucun intérêt. Comme les films pornos, il y a une histoire prétexte à des scènes érotiques. En plus, Meg Ryan ne se fait plus toute jeune et a les seins qui tombent !!!!;;;; 1
Réalisation nerveuse pas de temps mort, mais on revient à des scénarios nanar et propagandiste, les gentils sont les ricains et les méchants les arabes.Le film arrive même à faire oublier que les américains ne sont pas chez eux, et qu'ils veulent garder la main mise sur le pétrole.Même le gentil Saoudien de service meurt à la fin. Ce genre de film va à l'encontre de la prise de conscience du monde du cinéma de la réalité de l'Orient.;;;; 2.5
Franchement,la pire daube que j'ai vu depuis longtemps.....du sous American Pie,et le pire pour ce genre de films c'est que ce n'est pas drole. Aligner chattes,bite et queue à tout bout de champ ne rend pas un film hilarant,à part peut etre pour quelques ados décérébrés...Meme avec la carte illimitée je regrette d'avoir perdu mon temps avec ce gros navet.Si vous voulez du rire coupable, revisionnez la trilogie American Pie et vous comprendrez ma critique...;;;; 5
Ce film est génial et j'adore bourvil et louis de funès pour ceux qui adore le caractère de cochon de louis de funès et ceux qui adore les bétises de bourvil et bien sur pour ceux qui aime rigoler a regarder en famille!!!!;;;; 5
Un très bon film. J'ai passé avec mes enfants un bon moment. Sophie Marceau est magnifique, elle n'a pas une ride.;;;; 4.5
Très bon film, engagé, beaucoup d'action, cependant un petit reproche la fin un peu trop américaine à mon goût. Mais vous pouvez allé courir le voir on passe un excellent moment.;;;; 4
5/5 pour compenser la mauvaise foi de certaines personnes, pour ce très bon film qui mérite d'être vu.;;;; 5
une comédie drôle mais avec du suspense l'histoire d'un homme transformé en vampire par une sorcière  .   celle si va aussi l'enfermer dans une tombe pendant deux siècles mais le pire c'est que quant il arrive a en sortir ;il la retrouve!!!  j'ai vraiment bien rigoler au ciné ce soir la!!!!!!;;;; 5
Film sympa mais ne vaut pas tout le battage médiatique qui a été fait autour. Les gags sont parfois drôles mais je m'attendais à rire aux éclats. Film divertissant sans plus!;;;; 5
Film a voir , omar est enorme dans le film. Film touchant bon acteur rien a dire un film a voir en famille et un film a prendre pour exemple dans la vie de tout les jours;;;; 5
4.5 car un peu moins bien intense que " The Dark Knight " .... ce film reste cependant largement au dessus de ce que l'on peut actuellement voir au cinéma !Ce film reste comme les deux premiers volets très sombre mais cette fois ce troisième volet est beaucoup plus introspectif, centré sur Bruce Wayne plus que sur le Batman .... Batman rencontre un adversaire qui le surpasse physiquement pour la première fois.... Nolan arrive a associé dans ce film de magnifiques effets spéciaux à un scénario digne de ce nom ce qui est suffisamment rare pour le signaler !Seuls points négatifs : la fin un peu trop rapide à mon gout et la scène finale de Marion Cotillard est juste hilarante ( ce qui n'est pas vraiment l'objectif du film .... ) Anne Hattaway est fabuleuse dans son rôle de Catwoman et l'alchimie entre Hattaway et Bale  ne met malheureusement que plus en relief la mauvaise performance de Marion Cotillard.;;;; 4.5
trop bien ce film a voir absolument !touchant, marrant, réel, il touche toutes les catégories sociales et tous les ages;;;; 5
Malgré quelques moments drôles, on reste sur sa faim. La réalisation est fade, sans saveurs. Les clichés et les bons sentiments s'enchaînent.Les seuls intérêts du film : Le jeu des 2 acteurs principaux et montrer en 2011 pour ceux qui ne s'en rendent toujours pas compte que les handicapés ont le droit à une vie normale.;;;; 1
Je vous le conseille parce qu'il est un film qui dénue l'âme de l'homme. D'une amitié sincère, respectueuse, comme celle entre les deux personnages, peut naître la possibilité de commencer une nouvelle vie.;;;; 3.5
C'est pour moi le plus grand thriller de tous les temps. Des acteurs excellents et une intrigue exceptionnelle.;;;; 5
Ce film est absolument monstrueux (dans le bon sens du terme). Tout a déjà été dit sur les autres critiques donc je vais éviter de faire un pavé ridicule. J'ai juste une chose à.dire, le trouve qu'on ne donne pas assez d'importance à tout le travail effectué par les gens en post prod. La façon dont les scènes sont montées, les effets etc. Et surtout la musique de Hans Zimmer qui pour moi représente au moins 30% du succès du film. Alors bravo à Nolan et toute l'équipe du film pour ce chef d'oeuvre mémorable.;;;; 5
très bon film plein de rebondissement et intense en suspense. Des scènes néanmoins très durs.;;;; 4
L'un des meilleurs indiana jones loin de la surrenchere d'effets speciaux du 4 et surtt un do connery ford qui fonctionne a la perfection, beaucoup d'humour, beaucoup d'action et des scenes cultes;;;; 4
Ce film m'a tenu en haleine du début à la fin, époustouflant!;;;; 4
TreS bon film, a voir et a revoirLe film a été boude par les critiques, a ne rien n'y comprendre. L'histoire est originale et le scénario bien écrit;;;; 4.5
Un scénario bien faibleUne chorégraphie indigne jouée par des acteurs sans aucun talent pour la danse.Une musique insipide sans aucun thème fort. Des personnages sans relief. Un véritable navet tout juste à la hauteur d'un étudiant de cinéma  en fin de cycle et une insulte au génie des Demy, Kelly et Fred Astaire;;;; 0.5
Tirer par les chev(au)x!Pourquoi vouloir faire nécessairement un Blade Runner II? Parce que la version originale est une vraie référence bien sûr et que les mega studio sont en manque de nouvelles idées...Et donc on tire, on étire, on ultra tire sur le scénario du I pour essayer de faire un second film qui a clairement des prétentions mais n'arrivent pas à les porter à l'écran.La faiblesse du scénario: elle est évidente!Le choix des acteurs: mauvais! Je vais en décevoir plus d'un mais je continue de penser que Ryan Gosling est un acteur fade voir très fade. Il ne m'avait pas convaincu dans La la land .... tout comme le film dans son ensemble mais là encore  je ne le trouve pas du tout convaincant et passant plutôt de nouveau à côté du personnage. Il en est tellement distant qu'il retire de la véracité au film à se demander s'il comprend les personnages qu'on lui demande d'interpréter ou alors il ne bosse pas assez.Film trop long pour le résultat. Faux rebondissement, faux suspens, faux Blade Runner!Le 1er avait clairement ouvert les portes à de nombreux films du genre. Ce nouvel opus en détourne sa portée originelle.Dommage de vouloir s'attaquer à une référence lorsque l'on n'en a pas le talent! Les millions ou les moyens techniques ne suffisent décidément pas à réaliser un 'masterpiece'.Et puis il faudrait qu'Hollywood arrête de jouer sur la fibre de la nostalgie! très cool de faire apparaître en images de synthèse le King, Marylin ou  Sinatra mais le procédé pour s'attirer la passion du public est tellement maladroit qu'il est évident qu'il n'y a pas sa place et qu'il ne peut sauver le reste. Choisir Las Vegas n'y ajoute pas non plus un clin d’œil amusant.et faire réapparaître le personnage joué par Harrison Ford vraiment vieillissant n'apporte pas non plus de puissance à cet épisode bien inutile dans l'ensemble.Quant à l'esthétique du film tant citée par quelques critiques, j'ai même cela eu du mal à y être envouté.Ce film n'est donc qu'un spectacle à voir sans en attendre autre chose qu'un maigre divertissement en tout cas il n'ajoutera clairement rien à la légende Blade Runner.;;;; 3
NUL ARCHI NUL Quelle déception, comment est-ce possible ? 2H d'ennui mal joué fuyez sauf si vous aimez les films à l'eau de rose niais  allez voire plutôt une vrai comédie musicale je suis vraiment en colère car les critiques presse sont décalés de la réalité et c'est la première fois que je donne mon avis pour un film mais là les critiques ne sont pas fondées;;;; 0.5
N'en déplaise à certains critiques, on peut aimer voir un Ken Loach ou une Palme d'Or des frères Dardenne et malgré tout ADORER Mamma Mia! C'est un hymne au bonheur, y a pas d'autres mots. Les acteurs jouent et chantent sans complexe les tubes (et autres chansons moins connues mais tout aussi excellentes) d'ABBA. Qui osera encore dire que ces 4 Suédois ne sont pas des génies! En tant que fan du groupe, le carton phénoménal du film dans le monde entier fait plaisir à voir. En Grande-Bretagne, c'est déjà le 5ème plus gros succès de tous les temps (devant The Dark Knight...). Alors, pour ceux qui hésitent encore: Foncez! Y a peu de chances que vous le regrettiez!;;;; 5
Extrêmement decu de ce film.... j'en attendais beaucoup, le film avance tres lentement , on est pas plonger autant que dans les livres... a toutes les fans du livre, passez votre chemin, vous serez grandement decu;;;; 5
je voulais noter y a longtemps le film les effet spéciaux rien a dire mais la l'histoire encore na rien de profondeur sa parle de mechant et de gentil sans l'interet des rapport humais inexistant sur des réplique de blague ou on cherche des nouvelles vannes ! enfin bref je deteste marvel depuis qu'il ne sont pas réaliste et qui font n'importe quoi juste pour vendre leur film a des enfants sans peine et sans cerveau ! batman vs superman a vraiment de la profondeur, sur des sujet politique, réaliste !;;;; 5
Un beau film qui montre le combat d'un grand homme qui avait la volonté et la foi. Ce film poignant représente une partie de l'épopée de la lutte contre le racisme, un exemple pour tous. L'égalité n'a jamais était autant dénoncé que dans ce film, il faudrait le diffuser dans les écoles pour que les enfants puissent mieux comprendre se qu'il se passait autrefois avec les personnes de couleurs et se qu'il se passe toujours d'ailleurs dans certains endroit. De très bons acteurs et une excellente adaptation ! 4/5;;;; 4
il est super aller le voir. il est tres touchant.il est drole et realiste.il est aussi cultivant.;;;; 5
J'ai touvé bon: la musique, le casting, le jeux des acteurs, les photos, le montage.j'ai pas aimé: le scénario,l'histoire (on s'emmerde à mourir);;;; 1
Voici un film qui présente le romantisme parfait sans trop de niaiserie. Le scénario est bien construit, les comédiens jouent très bien, les décors et les costumes nous transportent dans une époque révolue mais pleine de respect et de bienséance... qu'on aimerait retrouver aujourd'hui!!!L'évolution des personnages nous emportent grâce à de belles tirades qui font de ce film une réussite!A voir et à revoir sans modération!!!;;;; 5
Le premier James Bond que je regarde .. et bien ceux qui ne connaissent pas cette série de film .. Lancez vous ! c'est extraordinaire , c'est le summum du cinéma . Skyfall c'est du charisme , de l'action , des frissons de la 1 ère seconde jusqu'a la dernière;;;; 4.5
Ce film est très émouvant. Surtout quand sa raconte la vie d'un jeune sorti de prison qui s'occupe d'un personne qui ne peut plus rien faire elle même.;;;; 1.5
Voilà un tres bon film à voir et à revoir. De bons acteurs, une bonne musique. J'ai adoré...!;;;; 5
C'est un film magnifique! Je suis allée au cinéma avec ma classe à Vevey. Il y'avait beaucoup de moments où j'ai ri aux larmes par exemple quand Driss a mis du thé broulliant sur la jambe de Philippe. Mais, il y'avait aussi des moments tristes et touchants, comme quand Philippe ne peut plus respirer et le nouvel auxiliaire de vie essaie de l'aider mais Philippe le rejette. Je pense qu'il y'avait une petite scène qui était un peu provoquante , celle où Driss rase la moustache de Philippe comme celle d'Adolf Hitler. A part cela, le film était vraiment incroyable: humouristique et émouvant.Je conseille ce film au spectateurs dès l'âge six ans car les très jeunes comprendront pas les blagues et l'humour. Les acteurs jouaient leurs rôles parfaitement et je pense que c'était vraiment naturel. Le bande originale donnait une atmosphère fantastique et le scénario est très émouvant et l'histoire représente l'amitié et la chance.Ce film me montre que si j'essaie, je peux faire tout ce que je veux! J'espère que je pourrai revoir Intouchables bientôt!-Mandy;;;; 4
Un seul mot : Extraordinaire !;;;; 5
Superbe film, a la foi drole et émouvant, seul bémol: la fin qui est assez simple et pas géniale.;;;; 4.5
N'étant pas fan de ce genre de film, je ne peux pas juger objectivement mais en tout cas excellents effets spéciaux en VF et l'histoire est suivable quand même ...;;;; 3
A voir absolument ! Tres Tres drôle et pourtant Tres émouvant J ai adore et il y a Tres longtemps que je n ai pas vu un film aussi intelligent.;;;; 5
Je trouve que ce film est le meilleur des trois volets, certes il manque des scènes, mais il est fait plus pour nous, et je me suis vraiment mise en colère en lisant les commentaires des personnes qui disent que le films est catastrophique, je trouve leur avis très déplacé et je crois qu'il donne beaucoup de défauts sans importance, moi je suis allée au cinéma avec une amie qui n'avait lu aucun livre, elle a tout compris, rien ne lui a échappé !Dernière chose, je suis une fan, et sachez que ce film ne m'a déçu en aucun cas donc vos commentaires sont faux !Mais pour le plus important, je trouve le film étonnament bien, et j'aimerais que le 4ème soit encore meilleur que celui-là, et qu'Alfonson Cuaron continue comme il l'a commencé !;;;; 4
Ce film est le plus beau film du mois.Il est admirablement filmé et nous donne une vision trés réaliste de la guerre 14-18, ce qui d'ailleurs nous prend d'émotion.L'histoire d'amour est aussi trés prenante et exemplaire .Audrey Tautou joue magnifiquement bien et incarne son personnage à merveille.Jusqu'à la fin du film on est pris d'émotion et une fois sorti de la salle on a du mal à en décrocher.;;;; 5
Tres bon film, je dirais même qu'il est très surprenant et que même avec un prix du billet d'entrée exorbitant, je ne regrette en aucun cas la vision du film.;;;; 5
Ce film est un petit bijoux par son humanité, sa philosophie de la vie, par la force de l'histoire de cet orphelin qui veut tout réparer. Il nous montre la magie du cinéma en rendant un homage à tous les magiciens du cinéma, réalisateurs, techniciens, acteurs et autres. Il nous conte la vie d'un orphelin dans une grande gare qui cherche à trouver sa place dans un monde cruel et à retrouver une famille. Il nous montre que la vie est parfois dure mais qu'il ne faut jamais perdre ses rêves et toujours croire que tout est possible même si cela est difficile. Martin Scorsese est vraiment l'un des plus grand réalisateur de notre époque encore bravo Monsieur Scorsese.;;;; 4.5
J'ai adoré ce film. L'histoire entre les deux principaux protagonistes est particulièrement saisissante et l'intrigue intéressante et difficilement prévisible. Plusieurs de mes amis affirment qu'ils avaient vu venir la fin. C'est toujours facile de dire ça après coup. J'ai pour ma part été bluffé.;;;; 5
Très bon film dans lequel Will Smith s'illustre comme un très bon acteur grâce à son sens de l'humour et un jeu de scène excellent : un film à voir et à revoir !;;;; 5
Autant je n'étais pas convaincu par la bande annonce autant je l'ai été par le film lui-même, une satyre parfois grinçante de la bourgeoisie parisienne dans son hypocrisie mais aussi ses élans de générosité. Comment réagiriez-vous si on vous disait que vous allez devoir héberger des immigrés dans votre bel appartement pendant tout l'hiver? C'est la question que pose ce film.Il y a beaucoup d'ironie dans le propos qui arrive néanmoins à rester drôle. Josiane Balasko notamment est excellente dans ses outrances.J'ai beaucoup ri et j'en souris encore.;;;; 4.5
Vraiment un très bon film. Très violent également.Le parallèle entre l'histoire réelle et l'histoire imaginaire est vraiment bien réussi et on ne s'ennuie dans aucune des deux.La partie "historique" dans l'Espagne de Franco est sombre et violente et tous les interprètes sont bons (mention spécial à Sergi Lopez en capitaine cruel et écrasé par le souvenir de son père).La partie fantastique est extrêmement originale dans sa représentation visuelle (les créatures sont vraiment réussies !), hybride de contes pour enfants et de monstruosité glauque et malsaine ... .Bref un film esthétiquement très réussi mais également avec du fond, qui montre que l'innocence et l'imagination des enfants peut être contaminée par les horreurs de la guerre ... .;;;; 4
Excellent film ! Excellente Julia Roberts comme d'habitude mais inutile de le dire ! Il faut absolument le voir ! Et en anglais si possible ! Kevin;;;; 5
Pas mal : c'est la note que j'ai mis parce-que y'a des bons acteurs, une ambiance réaliste et aussi parce que on peut pas dire que c'est mauvais.Mais alors bon sang que c'est long à démarrer(limite soporifique) Du coup, j'ai un peu décroché, donc c'est sûr ça n'a pas du aider à comprendre!!. Au moins, je lirai pas le bouquin........;;;; 3
Superbe film en 3D!Magnifique mise en scène! On ne se fatiguera jamais de cette belle histoire d'amour sur fond de drame...;;;; 5
Ok, alors, ben, film sympa mais sans plus. Je tient aussi à dire que la 3D relief ne sert strictement à rien dans ce film. Si, pardon, que pour la scène du "je me casse la figure dans le terrier", sinon je me dit que cette 3D n'a servie que pour le fric, et ça fonctionne bien... !;;;; 2.5
Un très bon film, qui suit assez fidèlement la mythologie. De bons passages, notamment avec les 3 sorcières et Chaaron ... Un peu dommage que le film se conclue rapidement.;;;; 4
Bien fait les effets spéciaux mais me problème c'est que il y a trop de scennes ou les acteurs font que parler alors que nous les gens ce qu'on attend Dun film comme ça c'est l'action et la destruction pas les gens qui font que parler;;;; 4
Duo d'acteurs très réussi dans des scènes trash criantes de vérité... J'ai beaucoup aimé ce film;;;; 4
A première vue les ambiances mystiques ne m'attirent guère, mais dans "le moine", j'ai été agréablement surprise ! Cassel convient parfaitement au rôle psychologiquement torturé d'Ambrioso. Il est interessant de voir comment le realisateur et les acteurs traitent un sujet si personnel et ancré en soi, difficile a transmettre !;;;; 3
Du pur Houdini. Faire diversion pour disparaitre, excellent.;;;; 5
Un intéressant mélange entre noirceur et poésie.Ne pas le voir au cinéma strars d'Arpajon, mauvaise qualitée... 2/3 du film était barré par une ligne verte ou noire.;;;; 4
Bon film. Le scénario est légèrement différent des scénarios habituels de ce genre de films. L'histoire est quand même assez captivante, et les acteurs sont bons, comme a leur habitude. A voir tout de même. ;-);;;; 4
De très belles images. Mais un scénario qui ne change pas des autres... Heureusement c'est le dernier !;;;; 5
Très bon film , ça faisait longtemps que je n'avais pas pris autant de plaisir a aller voir un film;;;; 5
En allant voir ce film je ne m'attendai pas à quelque chose d'exeptionnel, mais alors vraiment pas, et pourtant j'ai réussi à être deçu (si si !).L'histoire ressemble de très loin à l'originale, le jeu des acteurs vole pas très haut et on se doute à l'avance qu'il n'y aura pas grand chose de plus que dans la bande annonce. Mais comme on se dit que les peplums ça courent pas les rues, qu'on est un peu nostalgique en repensant au vieu film de 1981, bah on y va en se disant qu'après tout ça doit être somme toute un film d'action qui se regarde.Et au final c'est un film avec un rythme inexistant, que du vide ponctué de temps en temps d'une scene d'action brouillone; des détails importants de l'histoire d'origine délaissés au profit de scènes totalement inutile, des méchants forcement très sombres et moches, une 3D peu developpée, des repliques cultes pleine de conviction, ... et puis une bonne grosse happy end pour vous achever.Je met donc une petite étoile parce que malgré tout ça la scène avec le kiki qui sort de l'eau est pour le coup assez bien ficellée et très jolie. Dommage que ça ne soit que 5min du film...;;;; 5
Ce film n'est pas du tout ce que j'en attendais... Pauvre, et pleins d'incohérance... Entre des dieux à la chevalier du zodiaque, des dialogues a en pleurer, un demi-dieu pêcheur qui devient un soldat d'élite en deux minutes jusqu'à l'entraînement dans les calles d'un bateau, je n'en dis pas plus, ce film est vraiment.....décevant.Je met une étoile et encore je sais pas pourquoi.J'ai failli oublier la 3D, on peut retirer les lunettes tellement elle est inexistante.;;;; 1
Cela commence bien avec un bon suspens au début.On pense que le chanteur qui fait un peu penser au père de la réalisatrice, va s' attirer des ennuis avec la police.et puis cela finit en queue de poisson comme une comédie de boulevard un peu lourde.Sandrine Kiberlain est plutôt crédible en fan mythomane bien queparaissant un peu trop régressive pour son âge (son comportement s' apparente à celui d' une ado).;;;; 2.5
Bien plus qu'un simple film : un chef d'oeuvre de tous les instants. Chaque étape (saison du film) contient une finesse d'écriture qui peut largement suffire au scénario d'un film entier. Ce film est d'une justesse remarquable si bien dans la technique que dans l'artistique. Il y a eu pour moi l'impression que ces 2 protagonistes aient toujours existé l'un pour l'autre, que leur amour fut non forcément quelque chose de vital ou uniquement un moteur d'ambition mais quelque chose ancré au-delà de leur destin et de la succession d'événements, tant indescriptible soit-il et si bien représenté tout au long du film. L'hommage à la musique authentique (Jazz) et la bande-son sont incroyablement beaux. Ryan gosling, en phase avec lui même, est très attachant dans son interprétation de Sebastian. Ce-dernier, bien que pas toujours à l'aise lorsqu'il n'est pas lui-même; exprime ses émotions davantage à travers la musique, les intériorisant pour mieux les transmettre. Emma stone est époustouflante dans son jeu d'actrice, reproduisant une palette d'émotions variées et précises à vitesse réelle. Chaque scène est spéciale, dans ce chef-d'oeuvre, et chaque instant l'est aussi. De la mélancolie et du réalisme partout. La romance pure baignée de senteurs musicales et savamment chorégraphiées n'a rien enlevé à la finesse de cette oeuvre qui demeurera gravée. Quant à la subtilité, qui classe ce film parmi les tous meilleurs, est "remarquable" que ce soit pour la scène du premier baiser ou pour le dénouement qui est d'une complexité folle. Plus vrai que nature, telle une réalité brutale sublimée de musique, ce film est d'une pureté et d'une honnêteté sans précédent. Bref, y a tellement à dire qu'on peut s'exempter d'analyse car ce film s'exprime à merveille par lui-même.;;;; 5
